#,Title,Alert Type,Status,Start,End,Latitude,Longitude,Source,Description,ID
43,🚨⚠️🔫 Situación de riesgo en Aut. Cuernavaca - Acapulco,safety,PAST,2026-02-22 21:02,2026-02-23 05:00,16.92847143,-99.80203462,C3ntro,"Plaza de Cobro Venta, situación de riesgo (narcobloqueo con quema de unidades).

*Ubicación de referencia

#NAB",9e83e554-357d-443d-b61d-88cba6bdc6b5
44,⚠️ 🦺👷Trabajos de construcción sobre Periférico S.L.P,vial,ACTIVE,2026-02-06 16:05,2026-03-01 16:07,22.15496234,-100.9146685,C3ntro,"Carr. Río Verde cruce con Periferico, cierre intermitente de circulación debido a trabajos de construcción de puente.

#AVPV",ac89fa86-5542-4ce8-b64c-c995bd1341a3
45,🚧🦺👷 Labores de mantenimiento en Aut. México - Querétaro ,vial,ACTIVE,2026-01-26 16:45,2026-02-27 05:00,20.57141553,-100.2854106,C3ntro,"Se presenta carga vial por labores de modernización.  Km 194 al 206,  con dirección Querétaro.
✅ Anticipe sus traslados y maneje con precaución. 

",fea320a2-55e2-4d4c-b3eb-7eff77447ee6
46,"🚧🦺👷 Labores de mantenimiento en Arco Norte km 109+600, EdoMex ",vial,ACTIVE,2026-01-19 20:30,2026-03-20 05:00,19.95621527,-99.05582288,C3ntro,"Trabajos de demolición del puente, a altura de Ajoloapan.
🚧Reducción de carriles, se habilita circulación bidireccional las 24 Hrs. (transito a un solo cuerpo, doble flujo en un solo cuerpo) 
✅ Sigue la señalización.

#AVPV",fc4b5b73-6695-4759-bcd7-047230b4df53
47,Exploración,safety,PAST,2026-02-22 07:10,2026-02-22 11:10,20.27758306,-103.446891,Aliados en ruta. En proceso de validación,Narcos,281414c4-9f0a-4e1a-8e1d-de23f6981897
48,Cierre parcial de circulación,vial,PAST,2026-02-22 17:05,2026-02-22 21:05,20.7978478,-103.726671,C3ntro,"Se registra cierre parcial de circulación en el km 18.0, en la carretera guadalajara - tepic",2806faa8-0635-4f88-a732-4db0d284099f
49,Quema de Oxxo,general,PAST,2026-02-22 09:44,2026-02-22 13:44,20.5828701,-100.3744282,C3ntro,Quema de Oxxo,aae450b5-ab75-41b6-a4af-b670bd090063
50,Cierre parcial de circulación en Jalisco,vial,PAST,2026-02-22 17:05,2026-02-23 05:59,20.8096762,-103.7817084,C3ntro,Se registra cierre parcial de circulación en el km 24 de la carretera guadalajara-tepic. atienda indicación.,b975bd6b-caf8-40c1-b8eb-e1e8bf1a2079
51,🚨💢🚧🚚🚌 Carga vehicular Aut. México - Querétaro ,vial,PAST,2026-02-23 07:00,2026-02-22 20:00,19.71538078,-99.20749378,C3ntro,"Plaza de Cobro Tepotzotlán. Registra carga vehicular en dirección CDMX, sin reporte de incidentes.

#AVPV",e131277c-9daf-436e-a54c-70b2926b460d
52,Sobrevuelo de Aviones del Ejército,general,PAST,2026-02-22 15:30,2026-02-22 19:30,19.48355317,-99.2574554,C3ntro,"Los vuelos son poco comunes, ya que regularmente se hacen previo al 16 de Septiembre y 20 de Noviembre ",8679c380-033a-47a7-830e-f6e3a7976ee8
53,Roban auto blanco tipo sedan y lo queman por obra de la muerte del mencho,general,PAST,2026-02-23 03:45,2026-02-23 05:59,20.11008517,-98.7483364,C3ntro,Roban auto blanco tipo sedan y lo queman por obra de la muerte del mencho,7885f3d2-8272-4bf5-876a-8b55c7597004
54,👥🚨⚠️ Alerta preventiva por Marcha por el regreso de los Franciscanitos,general,PAST,2026-02-22 18:00,2026-02-23 00:00,19.4362086,-99.1546298,C3ntro,"📍 Punto de encuentro: Monumento a la Revolución

🕛 Hora de salida: 12:00 p.m.

🏁 Destino: Zócalo de la Ciudad de México

📅 Fecha: Domingo 22 de febrero de 2026

Marcha por:
 • El derecho de los animales a vivir en condiciones dignas
 • El respeto a los refugios y cuidadores independientes
 • La reparación del daño causado
 • La justicia para quienes no tienen voz",37cf9694-f22c-4455-84a1-0b535611f852
55,🚨⚠️🔫 Situación de riesgo en Carr. a Tesistán,safety,PAST,2026-02-23 02:47,2026-02-23 05:48,20.77344936,-103.4520609,C3ntro,"Situación de riesgo debido a vehículo incendiado en el cruce de Camino Viejo a Tesistán y la calle 4ta Poniente, en la colonia Jardines de Nuevo México.

",eb13aeb7-fbf5-442e-88c8-a28b44bece8d
56,🚧🦺👷 Labores de mantenimiento programadas en Aut. México - Qro ,general,ACTIVE,2026-01-05 12:30,2026-05-01 05:30,19.70938059,-99.2065857,C3ntro,"Día: 05 de Enero hasta 30 de Abril.
Tramo: Blvd. Manuel Ávila Camacho, entre Av. Las Torres y Av. del Trabajo. 
Cierre de circulación en sentido de Tepotzotlán - Toreo. 


#AVPV",240d9e90-1732-4649-a79c-1546ac4f3b3a
57,Robo forzoso y quema de vehículo,vial,PAST,2026-02-23 02:20,2026-02-23 05:59,20.11232314,-98.7474419,C3ntro,Roban auto blanco tipo sedan y lo queman por obra de la muerte del mencho,39385b35-5c54-4b90-ab14-2e5f9f398bd9
58,Robo y quema de vehículo cerca del hotel western,vial,PAST,2026-02-23 03:42,2026-02-23 05:59,20.11109148,-98.7469696,C3ntro,Roban auto blanco tipo sedan y lo queman por obra de la muerte del mencho,5233e14a-7db3-48cd-8817-6882e8ce3bcb
59,🚨⚠️🔫 Situación de riesgo en Carr. Atlacomulco - Zapotlanejo,safety,PAST,2026-02-22 15:13,2026-02-23 05:00,20.13523947,-102.0738164,C3ntro,"📍Km 346, cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado.

#NAB",5011eb17-d54f-4106-ad8b-fae2e9ec9264
60,"🚨⚠️🔫 Situación de riesgo en Av. Rio Blanco, Guadalajara ",safety,PAST,2026-02-22 15:23,2026-02-23 00:00,20.759396,-103.388954,C3ntro,"A la altura de Farmacia Guadalajara y Paseo de las Aves. 
cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",226cb998-d4e4-4587-bb00-0dab40c321c4
61,Cierre parcial por accidente vial,vial,PAST,2026-02-22 07:21,2026-02-22 11:21,21.5142268,-100.7338536,Twitter,"Se registra cierre parcial de circulación por accidente vial cerca del km 117+400, de la carretera querétaro - san luis potosí.",5fbf647c-6dfb-4f47-80e1-4ae34fc4e4e0
62,🚨⚠️🔫 Situación de riesgo en  Periférico de Guadalajara,safety,PAST,2026-02-22 15:21,2026-02-23 00:22,20.72131462,-103.317085,C3ntro,"Gasolinera en Calzada y Periférico
Situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",17b080a8-5f7b-4111-9b85-90d0a2a0baf6
63,Tramo bloqueado parcialmente,vial,PAST,2026-02-22 16:16,2026-02-23 05:59,20.39057439,-103.1192177,C3ntro,"Tráfico lento debido a bloqueo casi total con un autobus incendiado.

En el extremo de Atotonilquillo - San Jacinto un bus solo permite el paso de un vehículo a la vez, mientras que en sentido San Jacinto - Atotonilquillo el pado está bloqueado totalmente. ",63feac85-4227-417d-8268-43b8d00765e5
64,🚨⚠️🔫 Situación de riesgo en Aut. Guadalajara - Tepic,safety,PAST,2026-02-22 16:17,2026-02-22 23:18,21.21131308,-104.5924989,C3ntro,"A la altura de El Comedero, situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB
",51363980-9dbb-4185-8793-63abc0cafe3a
65,Cierre de circulación en autopista,vial,PAST,2026-02-22 16:53,2026-02-22 20:53,16.9295006,-99.7935588,Twitter,"Cierre en la autopista por incidente, km 366",41dbbb74-bb7e-4c02-a10d-2730fdcd2532
66,🚨⚠️🔫 Situación de riesgo en Avenida Alcalde,safety,PAST,2026-02-22 15:47,2026-02-23 00:00,20.72748553,-103.3446593,C3ntro,"En el cruce de Avenida Alcalde y Periférico Norte, cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",e5ac8ad7-2c11-43b1-845c-ee8e568e5a64
67,🚨⚠️🔫 Situación de riesgo en Aut. Acatlán de Juárez - Colima ,safety,PAST,2026-02-22 15:19,2026-02-23 00:00,19.88810946,-103.5170885,C3ntro,"Antes de llegar a la plaza de cobro Sayula,  cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",a9825911-cc43-4684-bc65-617cfab5b5d9
68,🚨⚠️🔫 Situación de riesgo en Morelia - Guadalajara,safety,PAST,2026-02-22 16:19,2026-02-23 00:00,19.90086816,-102.2030129,C3ntro,"A la altura de Parque Nacional Lago de Camécuaro, situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB

*Ubicación de referencia",c0b7516f-2308-4079-a4eb-cdaaaa64503b
69,🚨⚠️🔫 Situación de riesgo en Macrolibramiento de Guadalajara,safety,PAST,2026-02-22 15:26,2026-02-23 05:00,20.58631092,-103.0993892,C3ntro,"Plaza de Cobro La Laja,  cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",9c3f522c-98d1-4870-aeed-6a648e41d841
70,🚨⚠️🔫 Situación de riesgo en Aut. Guadalajara - Colima,safety,PAST,2026-02-22 15:50,2026-02-23 00:51,19.66917822,-103.4840471,C3ntro,"A la altura al acceso a Cd. Guzman, cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",4b29980d-26a9-42c2-9602-6d937ad7989a
71,🚨⚠️🔫 Situación de riesgo en Aut. Guadalajara - Morelia,safety,PAST,2026-02-22 15:27,2026-02-23 05:00,20.46598382,-102.907621,C3ntro,"A la altura de Zapotlán, cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",67238415-a8f6-4594-84b7-aefb455720fe
72,🚨⚠️🔫 Situación de riesgo en Morelia - Guadalajara,safety,PAST,2026-02-22 15:49,2026-02-23 03:50,20.48984613,-103.4910751,C3ntro,"Entronque a Tlajomulco de Zúñiga, cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",7504a5f6-6ffa-4f14-a40d-fc65a1e44aa1
73,"🚨⚠️🔫 Situación de riesgo en Magdalena, Jalisco",safety,PAST,2026-02-22 15:53,2026-02-23 03:54,20.90440754,-103.9662549,C3ntro,"Magdalena, JALISCO
Cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",0a0733ee-18de-42dd-9faf-52c64d1e333a
74,🚨⚠️🔫 Situación de riesgo en Aut. Guadalajara - Atlacomulco ,safety,PAST,2026-02-22 16:11,2026-02-23 04:00,19.88605416,-101.1879422,C3ntro,"A la altura de Arúmbaro, cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. 

#NAB",da8b2f4d-3b58-4c01-bde5-fc77b36a48ab
75,🚨⚠️🔫 Situación de riesgo en Accesos y salidas de Puerto Vallarta,safety,PAST,2026-02-22 15:55,2026-02-23 00:57,20.59746385,-105.2374981,C3ntro,"Puerto Vallarta, reporte preliminar de  8 unidades incendiadas en la carretera a Mismaloya.
",83ab4065-05bc-4273-8d71-1277f5a41d95
76,"🚨⚠️🔫 Situación de riesgo en Momax, Zacatecas",safety,PAST,2026-02-22 17:02,2026-02-23 00:00,21.92815723,-103.3119136,C3ntro,"situación de riesgo (narcobloqueo con quema de unidades).

*Ubicación de referencia

#NAB
",4af280ab-e87a-4ef8-a978-e72b4bcce358
77,🚨⚠️🔫 Situación de riesgo en Libramiento norte de La piedad de Cabadas,safety,PAST,2026-02-22 15:59,2026-02-23 00:00,20.39802793,-102.0622028,C3ntro,"Cierre de circulación debido a situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB",02e6fa87-c9a1-4a16-aa9e-5bc76b630c69
78,🚨⚠️🔫 Situación de riesgo en Aeropuerto de Guadalajara,safety,PAST,2026-02-22 18:32,2026-02-23 00:33,20.5255415,-103.309643,C3ntro,"Se reporta balacera al interior del Aeropuerto de Guadalajara, vuelos cancelados por el incidente.

",6ef7577e-9316-405d-8e5a-03a3e0ffd144
79,🚨⚠️🔫 Situación de riesgo en Accesos y salidas de Puerto Vallarta,safety,PAST,2026-02-22 15:58,2026-02-23 00:59,20.60183537,-105.2259632,C3ntro,"Reporte preliminar de 8 unidades siniestradas tras narcobloqueos en Vallarta.

#NAB",49fbc1f0-66cf-4b22-85f5-5a307195540b
80,🚨⚠️🔫 Situación de riesgo en Ecuandureo,safety,PAST,2026-02-22 16:24,2026-02-23 00:24,20.16056237,-102.2190263,C3ntro,"Las Fuentes, situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB
*Ubicación de referencia",0bd66ce6-a169-4865-b21e-a99f116169bb
81,"🚨⚠️🔫 Situación de riesgo en Camargo, Tamaulipas",safety,PAST,2026-02-22 16:43,2026-02-23 00:44,26.31198712,-98.84188019,C3ntro,"Plaza de cobro No. 48 Puente
Nacional San Juan, 
situación de riesgo (narcobloqueo con quema de unidades).

 #NAB",8fd229dc-60d1-4e06-a6a4-60d5ecbfb293
82,🚨⚠️🔫 Situación de riesgo en Zamora - La Piedad,safety,PAST,2026-02-22 16:15,2026-02-23 00:00,20.06693413,-102.2722254,C3ntro,"A la altura de  El Sauz de Abajo, situación de riesgo (narcobloqueo con quema de unidades), tras enfrentamiento armado. #NAB

*Ubicación de referencia",6c313619-2e70-42b0-a83a-d999696d5b92
83,🚨⚠️🔫 Situación de riesgo en Moyahua,safety,PAST,2026-02-22 17:39,2026-02-23 00:40,21.25743502,-103.1573948,C3ntro,"Situación de riesgo (narcobloqueo con quema de unidades).

*Ubicación de referencia

#NAB",3a642ca4-18a3-448f-9162-832e0b5848f2
84,🚨⚠️🔫 Situación de riesgo en San Francisco de Los Romo,safety,PAST,2026-02-22 17:42,2026-02-23 00:00,22.0680527,-102.2791575,C3ntro,"Situación de riesgo (narcobloqueo con quema de unidades).

*Ubicación de referencia

#NAB",b7ecabf3-6e48-4518-8ebd-412e4d0e2f67
85,Cierre por incendio en tractocamión,safety,PAST,2026-02-22 16:32,2026-02-22 20:32,16.9295006,-99.7935588,Twitter,Cierre en autopista cuernavaca - acapulco por incendio,2e54af23-55d6-4cb5-9da6-04e18b05152c
86,Cierre parcial por accidente en aut méxico-querétaro,vial,PAST,2026-02-22 16:39,2026-02-22 20:39,20.0430496,-99.5788684,Twitter,Reducción de carriles por accidente en km 100,16b67632-aa34-441f-83e3-651690352676
87,🚨⚠️🔫 Situación de riesgo en Zitácuaro,safety,PAST,2026-02-22 16:57,2026-02-23 05:58,19.4592803,-100.3449488,C3ntro,"Puente de Fierro, situación de riesgo (narcobloqueo con quema de unidades).

#NAB",702cd9b0-1d93-4eee-8d41-c1e0a4d7eb38
88,🚨⚠️🔫 Situación de riesgo en Tepic - Mazatlan,safety,PAST,2026-02-22 17:11,2026-02-22 21:11,21.5411342,-104.9466864,C3ntro,"Cierre total de circulación, situación de riesgo (narcobloqueo con quema de unidades).

*Ubicación de referencia",54ae063b-977d-4a38-87ce-082bb6c1a847
